sticker_code,original_sticker_code,prefix,item_number,sticker_type,is_foil,team,group_name,item_name,player_name,player_club,page_number,slot_number,notes
IRQ13,IRQ13,IRQ,13,Team Photo,FALSE,Iraq,I,Team Photo,,,,,
IRQ14,IRQ14,IRQ,14,Player,FALSE,Iraq,I,Youssef Amyn,Youssef Amyn,,,,
IRQ15,IRQ15,IRQ,15,Player,FALSE,Iraq,I,Aimar Sher,Aimar Sher,,,,
IRQ16,IRQ16,IRQ,16,Player,FALSE,Iraq,I,Marko Farji,Marko Farji,,,,
IRQ17,IRQ17,IRQ,17,Player,FALSE,Iraq,I,Osama Rashid,Osama Rashid,,,,
IRQ18,IRQ18,IRQ,18,Player,FALSE,Iraq,I,Ali Al-Hamadi,Ali Al-Hamadi,,,,
IRQ19,IRQ19,IRQ,19,Player,FALSE,Iraq,I,Aymen Hussein,Aymen Hussein,,,,
IRQ20,IRQ20,IRQ,20,Player,FALSE,Iraq,I,Mohanad Ali,Mohanad Ali,,,,
NOR1,NOR1,NOR,1,Team Logo,TRUE,Norway,I,Team Logo,,,,,
NOR2,NOR2,NOR,2,Player,FALSE,Norway,I,Orjan Nyland,Orjan Nyland,,,,
NOR3,NOR3,NOR,3,Player,FALSE,Norway,I,Julian Ryerson,Julian Ryerson,,,,
NOR4,NOR4,NOR,4,Player,FALSE,Norway,I,Leo Ostigård,Leo Ostigård,,,,
NOR5,NOR5,NOR,5,Player,FALSE,Norway,I,Kristoffer Vassbakk Ajer,Kristoffer Vassbakk Ajer,,,,
NOR6,NOR6,NOR,6,Player,FALSE,Norway,I,Marcus Holmgren Pedersen,Marcus Holmgren Pedersen,,,,
NOR7,NOR7,NOR,7,Player,FALSE,Norway,I,David Møller Wolfe,David Møller Wolfe,,,,
NOR8,NOR8,NOR,8,Player,FALSE,Norway,I,Torbjørn Heggem,Torbjørn Heggem,,,,
NOR9,NOR9,NOR,9,Player,FALSE,Norway,I,Morten Thorsby,Morten Thorsby,,,,
NOR10,NOR10,NOR,10,Player,FALSE,Norway,I,Martin Ødegaard,Martin Ødegaard,,,,
NOR11,NOR11,NOR,11,Player,FALSE,Norway,I,Sander Berge,Sander Berge,,,,
NOR12,NOR12,NOR,12,Player,FALSE,Norway,I,Andreas Schjelderup,Andreas Schjelderup,,,,
NOR13,NOR13,NOR,13,Team Photo,FALSE,Norway,I,Team Photo,,,,,
NOR14,NOR14,NOR,14,Player,FALSE,Norway,I,Patrick Berg,Patrick Berg,,,,
NOR15,NOR15,NOR,15,Player,FALSE,Norway,I,Erling Haaland,Erling Haaland,,,,
NOR16,NOR16,NOR,16,Player,FALSE,Norway,I,Alexander Sørloth,Alexander Sørloth,,,,
NOR17,NOR17,NOR,17,Player,FALSE,Norway,I,Aron Dønnum,Aron Dønnum,,,,
NOR18,NOR18,NOR,18,Player,FALSE,Norway,I,Jorgen Strand Larsen,Jorgen Strand Larsen,,,,
NOR19,NOR19,NOR,19,Player,FALSE,Norway,I,Antonio Nusa,Antonio Nusa,,,,
NOR20,NOR20,NOR,20,Player,FALSE,Norway,I,Oscar Bobb,Oscar Bobb,,,,
ARG1,ARG1,ARG,1,Team Logo,TRUE,Argentina,J,Team Logo,,,,,
ARG2,ARG2,ARG,2,Player,FALSE,Argentina,J,Emiliano Martinez,Emiliano Martinez,,,,
ARG3,ARG3,ARG,3,Player,FALSE,Argentina,J,Nahuel Molina,Nahuel Molina,,,,
ARG4,ARG4,ARG,4,Player,FALSE,Argentina,J,Cristian Romero,Cristian Romero,,,,
ARG5,ARG5,ARG,5,Player,FALSE,Argentina,J,Nicolas Otamendi,Nicolas Otamendi,,,,
ARG6,ARG6,ARG,6,Player,FALSE,Argentina,J,Nicolas Tagliafico,Nicolas Tagliafico,,,,
ARG7,ARG7,ARG,7,Player,FALSE,Argentina,J,Leonardo Balerdi,Leonardo Balerdi,,,,
ARG8,ARG8,ARG,8,Player,FALSE,Argentina,J,Enzo Fernandez,Enzo Fernandez,,,,
ARG9,ARG9,ARG,9,Player,FALSE,Argentina,J,Alexis Mac Allister,Alexis Mac Allister,,,,
ARG10,ARG10,ARG,10,Player,FALSE,Argentina,J,Rodrigo De Paul,Rodrigo De Paul,,,,
ARG11,ARG11,ARG,11,Player,FALSE,Argentina,J,Exequiel Palacios,Exequiel Palacios,,,,
ARG12,ARG12,ARG,12,Player,FALSE,Argentina,J,Leandro Paredes,Leandro Paredes,,,,
ARG13,ARG13,ARG,13,Team Photo,FALSE,Argentina,J,Team Photo,,,,,
ARG14,ARG14,ARG,14,Player,FALSE,Argentina,J,Nico Paz,Nico Paz,,,,
ARG15,ARG15,ARG,15,Player,FALSE,Argentina,J,Franco Mastantuono,Franco Mastantuono,,,,
ARG16,ARG16,ARG,16,Player,FALSE,Argentina,J,Nico Gonzalez,Nico Gonzalez,,,,
ARG17,ARG17,ARG,17,Player,FALSE,Argentina,J,Lionel Messi,Lionel Messi,,,,
ARG18,ARG18,ARG,18,Player,FALSE,Argentina,J,Lautaro Martinez,Lautaro Martinez,,,,
ARG19,ARG19,ARG,19,Player,FALSE,Argentina,J,Julian Alvarez,Julian Alvarez,,,,
ARG20,ARG20,ARG,20,Player,FALSE,Argentina,J,Giuliano Simeone,Giuliano Simeone,,,,
ALG1,ALG1,ALG,1,Team Logo,TRUE,Algeria,J,Team Logo,,,,,
ALG2,ALG2,ALG,2,Player,FALSE,Algeria,J,Alexis Guendouz,Alexis Guendouz,,,,
ALG3,ALG3,ALG,3,Player,FALSE,Algeria,J,Ramy Bensebaini,Ramy Bensebaini,,,,
ALG4,ALG4,ALG,4,Player,FALSE,Algeria,J,Youcef Atal,Youcef Atal,,,,
ALG5,ALG5,ALG,5,Player,FALSE,Algeria,J,Rayan Aït-Nouri,Rayan Aït-Nouri,,,,
ALG6,ALG6,ALG,6,Player,FALSE,Algeria,J,Mohamed Amine Tougai,Mohamed Amine Tougai,,,,
ALG7,ALG7,ALG,7,Player,FALSE,Algeria,J,Aïssa Mandi,Aïssa Mandi,,,,
ALG8,ALG8,ALG,8,Player,FALSE,Algeria,J,Ismael Bennacer,Ismael Bennacer,,,,
ALG9,ALG9,ALG,9,Player,FALSE,Algeria,J,Houssem Aquar,Houssem Aquar,,,,
ALG10,ALG10,ALG,10,Player,FALSE,Algeria,J,Hicham Boudaoui,Hicham Boudaoui,,,,
ALG11,ALG11,ALG,11,Player,FALSE,Algeria,J,Ramiz Zerrouki,Ramiz Zerrouki,,,,
ALG12,ALG12,ALG,12,Player,FALSE,Algeria,J,Nabil Bentalab,Nabil Bentalab,,,,
ALG13,ALG13,ALG,13,Team Photo,FALSE,Algeria,J,Team Photo,,,,,
ALG14,ALG14,ALG,14,Player,FALSE,Algeria,J,Farés Chaibi,Farés Chaibi,,,,
ALG15,ALG15,ALG,15,Player,FALSE,Algeria,J,Riyad Mahrez,Riyad Mahrez,,,,
ALG16,ALG16,ALG,16,Player,FALSE,Algeria,J,Said Benrahma,Said Benrahma,,,,
ALG17,ALG17,ALG,17,Player,FALSE,Algeria,J,Anis Hadj Moussa,Anis Hadj Moussa,,,,
ALG18,ALG18,ALG,18,Player,FALSE,Algeria,J,Amine Gouiri,Amine Gouiri,,,,
ALG19,ALG19,ALG,19,Player,FALSE,Algeria,J,Baghdad Bounedjah,Baghdad Bounedjah,,,,
ALG20,ALG20,ALG,20,Player,FALSE,Algeria,J,Mohammed Amoura,Mohammed Amoura,,,,
AUT1,AUT1,AUT,1,Team Logo,TRUE,Austria,J,Team Logo,,,,,
AUT2,AUT2,AUT,2,Player,FALSE,Austria,J,Alexander Schlager,Alexander Schlager,,,,
AUT3,AUT3,AUT,3,Player,FALSE,Austria,J,Patrick Pentz,Patrick Pentz,,,,
AUT4,AUT4,AUT,4,Player,FALSE,Austria,J,David Alaba,David Alaba,,,,
AUT5,AUT5,AUT,5,Player,FALSE,Austria,J,Kevin Danso,Kevin Danso,,,,
AUT6,AUT6,AUT,6,Player,FALSE,Austria,J,Philipp Lienhart,Philipp Lienhart,,,,
AUT7,AUT7,AUT,7,Player,FALSE,Austria,J,Stefan Posch,Stefan Posch,,,,
AUT8,AUT8,AUT,8,Player,FALSE,Austria,J,Phillipp Mwene,Phillipp Mwene,,,,
AUT9,AUT9,AUT,9,Player,FALSE,Austria,J,Alexander Prass,Alexander Prass,,,,
AUT10,AUT10,AUT,10,Player,FALSE,Austria,J,Xaver Schlager,Xaver Schlager,,,,
AUT11,AUT11,AUT,11,Player,FALSE,Austria,J,Marcel Sabitzer,Marcel Sabitzer,,,,
AUT12,AUT12,AUT,12,Player,FALSE,Austria,J,Konrad Laimer,Konrad Laimer,,,,
AUT13,AUT13,AUT,13,Team Photo,FALSE,Austria,J,Team Photo,,,,,
AUT14,AUT14,AUT,14,Player,FALSE,Austria,J,Florian Grillitsch,Florian Grillitsch,,,,
AUT15,AUT15,AUT,15,Player,FALSE,Austria,J,Nicolas Seiwald,Nicolas Seiwald,,,,
AUT16,AUT16,AUT,16,Player,FALSE,Austria,J,Romano Schmid,Romano Schmid,,,,
AUT17,AUT17,AUT,17,Player,FALSE,Austria,J,Patrick Wimmer,Patrick Wimmer,,,,
AUT18,AUT18,AUT,18,Player,FALSE,Austria,J,Christoph Baumgartner,Christoph Baumgartner,,,,
AUT19,AUT19,AUT,19,Player,FALSE,Austria,J,Michael Gregoritsch,Michael Gregoritsch,,,,
AUT20,AUT20,AUT,20,Player,FALSE,Austria,J,Marko Arnautović,Marko Arnautović,,,,
JOR1,JOR1,JOR,1,Team Logo,TRUE,Jordan,J,Team Logo,,,,,
JOR2,JOR2,JOR,2,Player,FALSE,Jordan,J,Yazeed Abulaila,Yazeed Abulaila,,,,
JOR3,JOR3,JOR,3,Player,FALSE,Jordan,J,Ihsan Haddad,Ihsan Haddad,,,,
JOR4,JOR4,JOR,4,Player,FALSE,Jordan,J,Mohammad Abu Hashish,Mohammad Abu Hashish,,,,
JOR5,JOR5,JOR,5,Player,FALSE,Jordan,J,Yazan Al-Arab,Yazan Al-Arab,,,,
JOR6,JOR6,JOR,6,Player,FALSE,Jordan,J,Abdallah Nasib,Abdallah Nasib,,,,
JOR7,JOR7,JOR,7,Player,FALSE,Jordan,J,Saleem Obaid,Saleem Obaid,,,,
JOR8,JOR8,JOR,8,Player,FALSE,Jordan,J,Mohammad Abualnadi,Mohammad Abualnadi,,,,
JOR9,JOR9,JOR,9,Player,FALSE,Jordan,J,Ibrahim Saadeh,Ibrahim Saadeh,,,,
JOR10,JOR10,JOR,10,Player,FALSE,Jordan,J,Nizar Al-Rashdan,Nizar Al-Rashdan,,,,
JOR11,JOR11,JOR,11,Player,FALSE,Jordan,J,Noor Al-Rawabdeh,Noor Al-Rawabdeh,,,,
JOR12,JOR12,JOR,12,Player,FALSE,Jordan,J,Mohannad Abu Taha,Mohannad Abu Taha,,,,
JOR13,JOR13,JOR,13,Team Photo,FALSE,Jordan,J,Team Photo,,,,,
JOR14,JOR14,JOR,14,Player,FALSE,Jordan,J,Amer Jamous,Amer Jamous,,,,
JOR15,JOR15,JOR,15,Player,FALSE,Jordan,J,Musa Al-Taamari,Musa Al-Taamari,,,,
JOR16,JOR16,JOR,16,Player,FALSE,Jordan,J,Yazan Al-Naimat,Yazan Al-Naimat,,,,
JOR17,JOR17,JOR,17,Player,FALSE,Jordan,J,Mahmoud Al-Mardi,Mahmoud Al-Mardi,,,,
JOR18,JOR18,JOR,18,Player,FALSE,Jordan,J,Ali Olwan,Ali Olwan,,,,
JOR19,JOR19,JOR,19,Player,FALSE,Jordan,J,Mohammad Abu Zrayq,Mohammad Abu Zrayq,,,,
JOR20,JOR20,JOR,20,Player,FALSE,Jordan,J,Ibrahim Sabra,Ibrahim Sabra,,,,
POR1,POR1,POR,1,Team Logo,TRUE,Portugal,K,Team Logo,,,,,
POR2,POR2,POR,2,Player,FALSE,Portugal,K,Diogo Costa,Diogo Costa,,,,
POR3,POR3,POR,3,Player,FALSE,Portugal,K,Jose Sa,Jose Sa,,,,
POR4,POR4,POR,4,Player,FALSE,Portugal,K,Ruben Dias,Ruben Dias,,,,
POR5,POR5,POR,5,Player,FALSE,Portugal,K,João Cancelo,João Cancelo,,,,
POR6,POR6,POR,6,Player,FALSE,Portugal,K,Diogo Dalot,Diogo Dalot,,,,
POR7,POR7,POR,7,Player,FALSE,Portugal,K,Nuno Mendes,Nuno Mendes,,,,
POR8,POR8,POR,8,Player,FALSE,Portugal,K,Gonçalo Inácio,Gonçalo Inácio,,,,
POR9,POR9,POR,9,Player,FALSE,Portugal,K,Bernardo Silva,Bernardo Silva,,,,
POR10,POR10,POR,10,Player,FALSE,Portugal,K,Bruno Fernandes,Bruno Fernandes,,,,
POR11,POR11,POR,11,Player,FALSE,Portugal,K,Ruben Neves,Ruben Neves,,,,
POR12,POR12,POR,12,Player,FALSE,Portugal,K,Vitinha,Vitinha,,,,
POR13,POR13,POR,13,Team Photo,FALSE,Portugal,K,Team Photo,,,,,
POR14,POR14,POR,14,Player,FALSE,Portugal,K,João Neves,João Neves,,,,
POR15,POR15,POR,15,Player,FALSE,Portugal,K,Cristiano Ronaldo,Cristiano Ronaldo,,,,
POR16,POR16,POR,16,Player,FALSE,Portugal,K,Francisco Trincao,Francisco Trincao,,,,
POR17,POR17,POR,17,Player,FALSE,Portugal,K,João Felix,João Felix,,,,
POR18,POR18,POR,18,Player,FALSE,Portugal,K,Gonçalo Ramos,Gonçalo Ramos,,,,
POR19,POR19,POR,19,Player,FALSE,Portugal,K,Pedro Neto,Pedro Neto,,,,
POR20,POR20,POR,20,Player,FALSE,Portugal,K,Rafael Leão,Rafael Leão,,,,
COD1,COD1,COD,1,Team Logo,TRUE,Congo DR,K,Team Logo,,,,,
COD2,COD2,COD,2,Player,FALSE,Congo DR,K,Lionel Mpasi,Lionel Mpasi,,,,
COD3,COD3,COD,3,Player,FALSE,Congo DR,K,Aaron Wan-Bissaka,Aaron Wan-Bissaka,,,,
COD4,COD4,COD,4,Player,FALSE,Congo DR,K,Axel Tuanzebe,Axel Tuanzebe,,,,
COD5,COD5,COD,5,Player,FALSE,Congo DR,K,Arthur Masuaku,Arthur Masuaku,,,,
COD6,COD6,COD,6,Player,FALSE,Congo DR,K,Chancel Mbemba,Chancel Mbemba,,,,
COD7,COD7,COD,7,Player,FALSE,Congo DR,K,Joris Kayembe,Joris Kayembe,,,,
COD8,COD8,COD,8,Player,FALSE,Congo DR,K,Charles Pickel,Charles Pickel,,,,
COD9,COD9,COD,9,Player,FALSE,Congo DR,K,Ngal'ayel Mukau,Ngal'ayel Mukau,,,,
COD10,COD10,COD,10,Player,FALSE,Congo DR,K,Edo Kayembe,Edo Kayembe,,,,
COD11,COD11,COD,11,Player,FALSE,Congo DR,K,Samuel Moutoussamy,Samuel Moutoussamy,,,,
COD12,COD12,COD,12,Player,FALSE,Congo DR,K,Noah Sadiki,Noah Sadiki,,,,
COD13,COD13,COD,13,Team Photo,FALSE,Congo DR,K,Team Photo,,,,,
COD14,COD14,COD,14,Player,FALSE,Congo DR,K,Théo Bongonda,Théo Bongonda,,,,
COD15,COD15,COD,15,Player,FALSE,Congo DR,K,Meschak Elia,Meschak Elia,,,,
COD16,COD16,COD,16,Player,FALSE,Congo DR,K,Yoane Wissa,Yoane Wissa,,,,
COD17,COD17,COD,17,Player,FALSE,Congo DR,K,Brian Cipenga,Brian Cipenga,,,,
COD18,COD18,COD,18,Player,FALSE,Congo DR,K,Fiston Mayele,Fiston Mayele,,,,
COD19,COD19,COD,19,Player,FALSE,Congo DR,K,Cédric Bakambu,Cédric Bakambu,,,,
COD20,COD20,COD,20,Player,FALSE,Congo DR,K,Nathanaël Mbuku,Nathanaël Mbuku,,,,
UZB1,UZB1,UZB,1,Team Logo,TRUE,Uzbekistan,K,Team Logo,,,,,
UZB2,UZB2,UZB,2,Player,FALSE,Uzbekistan,K,Utkir Yusupov,Utkir Yusupov,,,,
UZB3,UZB3,UZB,3,Player,FALSE,Uzbekistan,K,Farrukh Savfiev,Farrukh Savfiev,,,,
UZB4,UZB4,UZB,4,Player,FALSE,Uzbekistan,K,Sherzod Nasrullaev,Sherzod Nasrullaev,,,,
UZB5,UZB5,UZB,5,Player,FALSE,Uzbekistan,K,Umar Eshmurodov,Umar Eshmurodov,,,,
UZB6,UZB6,UZB,6,Player,FALSE,Uzbekistan,K,Husniddin Aliqulov,Husniddin Aliqulov,,,,
UZB7,UZB7,UZB,7,Player,FALSE,Uzbekistan,K,Rustamjon Ashurmatov,Rustamjon Ashurmatov,,,,
UZB8,UZB8,UZB,8,Player,FALSE,Uzbekistan,K,Khojiakbar Alijonov,Khojiakbar Alijonov,,,,
UZB9,UZB9,UZB,9,Player,FALSE,Uzbekistan,K,Abdukodir Khusanov,Abdukodir Khusanov,,,,
UZB10,UZB10,UZB,10,Player,FALSE,Uzbekistan,K,Odiljon Hamrobekov,Odiljon Hamrobekov,,,,
UZB11,UZB11,UZB,11,Player,FALSE,Uzbekistan,K,Otabek Shukurov,Otabek Shukurov,,,,
UZB12,UZB12,UZB,12,Player,FALSE,Uzbekistan,K,Jamshid Iskanderov,Jamshid Iskanderov,,,,
UZB13,UZB13,UZB,13,Team Photo,FALSE,Uzbekistan,K,Team Photo,,,,,
UZB14,UZB14,UZB,14,Player,FALSE,Uzbekistan,K,Azizbek Turgunboev,Azizbek Turgunboev,,,,
UZB15,UZB15,UZB,15,Player,FALSE,Uzbekistan,K,Khojimat Erkinov,Khojimat Erkinov,,,,
UZB16,UZB16,UZB,16,Player,FALSE,Uzbekistan,K,Eldor Shomurodov,Eldor Shomurodov,,,,
UZB17,UZB17,UZB,17,Player,FALSE,Uzbekistan,K,Oston Urunov,Oston Urunov,,,,
UZB18,UZB18,UZB,18,Player,FALSE,Uzbekistan,K,Jaloliddin Masharipov,Jaloliddin Masharipov,,,,
UZB19,UZB19,UZB,19,Player,FALSE,Uzbekistan,K,Igor Sergeev,Igor Sergeev,,,,
UZB20,UZB20,UZB,20,Player,FALSE,Uzbekistan,K,Abbosbek Fayzullaev,Abbosbek Fayzullaev,,,,
COL1,COL1,COL,1,Team Logo,TRUE,Colombia,K,Team Logo,,,,,
COL2,COL2,COL,2,Player,FALSE,Colombia,K,Camilo Vargas,Camilo Vargas,,,,
COL3,COL3,COL,3,Player,FALSE,Colombia,K,David Ospina,David Ospina,,,,
COL4,COL4,COL,4,Player,FALSE,Colombia,K,Dávinson Sánchez,Dávinson Sánchez,,,,
COL5,COL5,COL,5,Player,FALSE,Colombia,K,Yerry Mina,Yerry Mina,,,,
COL6,COL6,COL,6,Player,FALSE,Colombia,K,Daniel Munoz,Daniel Munoz,,,,
COL7,COL7,COL,7,Player,FALSE,Colombia,K,Johan Mojica,Johan Mojica,,,,
COL8,COL8,COL,8,Player,FALSE,Colombia,K,Jhon Lucumí,Jhon Lucumí,,,,
COL9,COL9,COL,9,Player,FALSE,Colombia,K,Santiago Arias,Santiago Arias,,,,
COL10,COL10,COL,10,Player,FALSE,Colombia,K,Jefferson Lerma,Jefferson Lerma,,,,
COL11,COL11,COL,11,Player,FALSE,Colombia,K,Kevin Castaño,Kevin Castaño,,,,
COL12,COL12,COL,12,Player,FALSE,Colombia,K,Richard Rios,Richard Rios,,,,
COL13,COL13,COL,13,Team Photo,FALSE,Colombia,K,Team Photo,,,,,
COL14,COL14,COL,14,Player,FALSE,Colombia,K,James Rodriguez,James Rodriguez,,,,
COL15,COL15,COL,15,Player,FALSE,Colombia,K,Juan Fernando Quintero,Juan Fernando Quintero,,,,
COL16,COL16,COL,16,Player,FALSE,Colombia,K,Jorge Carrascal,Jorge Carrascal,,,,
COL17,COL17,COL,17,Player,FALSE,Colombia,K,Jon Arias,Jon Arias,,,,
COL18,COL18,COL,18,Player,FALSE,Colombia,K,Jhon Cordova,Jhon Cordova,,,,
COL19,COL19,COL,19,Player,FALSE,Colombia,K,Luis Suarez,Luis Suarez,,,,
COL20,COL20,COL,20,Player,FALSE,Colombia,K,Luis Diaz,Luis Diaz,,,,
ENG1,ENG1,ENG,1,Team Logo,TRUE,England,L,Team Logo,,,,,
ENG2,ENG2,ENG,2,Player,FALSE,England,L,Jordan Pickford,Jordan Pickford,,,,
ENG3,ENG3,ENG,3,Player,FALSE,England,L,John Stones,John Stones,,,,
ENG4,ENG4,ENG,4,Player,FALSE,England,L,Marc Guéhi,Marc Guéhi,,,,
ENG5,ENG5,ENG,5,Player,FALSE,England,L,Ezri Konsa,Ezri Konsa,,,,
ENG6,ENG6,ENG,6,Player,FALSE,England,L,Trent Alexander-Arnold,Trent Alexander-Arnold,,,,
ENG7,ENG7,ENG,7,Player,FALSE,England,L,Reece James,Reece James,,,,
ENG8,ENG8,ENG,8,Player,FALSE,England,L,Dan Burn,Dan Burn,,,,
ENG9,ENG9,ENG,9,Player,FALSE,England,L,Jordan Henderson,Jordan Henderson,,,,
ENG10,ENG10,ENG,10,Player,FALSE,England,L,Declan Rice,Declan Rice,,,,
ENG11,ENG11,ENG,11,Player,FALSE,England,L,Jude Bellingham,Jude Bellingham,,,,
ENG12,ENG12,ENG,12,Player,FALSE,England,L,Cole Palmer,Cole Palmer,,,,
ENG13,ENG13,ENG,13,Team Photo,FALSE,England,L,Team Photo,,,,,
ENG14,ENG14,ENG,14,Player,FALSE,England,L,Morgan Rogers,Morgan Rogers,,,,
ENG15,ENG15,ENG,15,Player,FALSE,England,L,Anthony Gordon,Anthony Gordon,,,,
ENG16,ENG16,ENG,16,Player,FALSE,England,L,Phil Foden,Phil Foden,,,,
ENG17,ENG17,ENG,17,Player,FALSE,England,L,Bukayo Saka,Bukayo Saka,,,,
ENG18,ENG18,ENG,18,Player,FALSE,England,L,Harry Kane,Harry Kane,,,,
ENG19,ENG19,ENG,19,Player,FALSE,England,L,Marcus Rashford,Marcus Rashford,,,,
ENG20,ENG20,ENG,20,Player,FALSE,England,L,Ollie Watkins,Ollie Watkins,,,,
CRO1,CRO1,CRO,1,Team Logo,TRUE,Croatia,L,Team Logo,,,,,
CRO2,CRO2,CRO,2,Player,FALSE,Croatia,L,Dominik Livaković,Dominik Livaković,,,,
CRO3,CRO3,CRO,3,Player,FALSE,Croatia,L,Duje Caleta-Car,Duje Caleta-Car,,,,
CRO4,CRO4,CRO,4,Player,FALSE,Croatia,L,Josko Gvardiol,Josko Gvardiol,,,,
CRO5,CRO5,CRO,5,Player,FALSE,Croatia,L,Josip Stanišić,Josip Stanišić,,,,
CRO6,CRO6,CRO,6,Player,FALSE,Croatia,L,Luka Vušković,Luka Vušković,,,,
CRO7,CRO7,CRO,7,Player,FALSE,Croatia,L,Josip Sutalo,Josip Sutalo,,,,
CRO8,CRO8,CRO,8,Player,FALSE,Croatia,L,Kristijan Jakic,Kristijan Jakic,,,,
CRO9,CRO9,CRO,9,Player,FALSE,Croatia,L,Luka Modrić,Luka Modrić,,,,
CRO10,CRO10,CRO,10,Player,FALSE,Croatia,L,Mateo Kovacic,Mateo Kovacic,,,,
CRO11,CRO11,CRO,11,Player,FALSE,Croatia,L,Martin Baturina,Martin Baturina,,,,
CRO12,CRO12,CRO,12,Player,FALSE,Croatia,L,Lovro Majer,Lovro Majer,,,,
CRO13,CRO13,CRO,13,Team Photo,FALSE,Croatia,L,Team Photo,,,,,
CRO14,CRO14,CRO,14,Player,FALSE,Croatia,L,Mario Pasalic,Mario Pasalic,,,,
CRO15,CRO15,CRO,15,Player,FALSE,Croatia,L,Petar Sucic,Petar Sucic,,,,
CRO16,CRO16,CRO,16,Player,FALSE,Croatia,L,Ivan Perišić,Ivan Perišić,,,,
CRO17,CRO17,CRO,17,Player,FALSE,Croatia,L,Marco Pasalic,Marco Pasalic,,,,
CRO18,CRO18,CRO,18,Player,FALSE,Croatia,L,Ante Budimir,Ante Budimir,,,,
CRO19,CRO19,CRO,19,Player,FALSE,Croatia,L,Andrej Kramarić,Andrej Kramarić,,,,
CRO20,CRO20,CRO,20,Player,FALSE,Croatia,L,Franjo Ivanovic,Franjo Ivanovic,,,,
GHA1,GHA1,GHA,1,Team Logo,TRUE,Ghana,L,Team Logo,,,,,
GHA2,GHA2,GHA,2,Player,FALSE,Ghana,L,Lawrence Ati Zigi,Lawrence Ati Zigi,,,,
GHA3,GHA3,GHA,3,Player,FALSE,Ghana,L,Tariq Lamptey,Tariq Lamptey,,,,
GHA4,GHA4,GHA,4,Player,FALSE,Ghana,L,Mohammed Salisu,Mohammed Salisu,,,,
GHA5,GHA5,GHA,5,Player,FALSE,Ghana,L,Alidu Seidu,Alidu Seidu,,,,
GHA6,GHA6,GHA,6,Player,FALSE,Ghana,L,Alexander Djiku,Alexander Djiku,,,,
GHA7,GHA7,GHA,7,Player,FALSE,Ghana,L,Gideon Mensah,Gideon Mensah,,,,
GHA8,GHA8,GHA,8,Player,FALSE,Ghana,L,Caleb Yirenkyi,Caleb Yirenkyi,,,,
GHA9,GHA9,GHA,9,Player,FALSE,Ghana,L,Abdul Issahaku Fatawu,Abdul Issahaku Fatawu,,,,
GHA10,GHA10,GHA,10,Player,FALSE,Ghana,L,Thomas Partey,Thomas Partey,,,,
GHA11,GHA11,GHA,11,Player,FALSE,Ghana,L,Salis Abdul Samed,Salis Abdul Samed,,,,
GHA12,GHA12,GHA,12,Player,FALSE,Ghana,L,Kamaldeen Sulemana,Kamaldeen Sulemana,,,,
GHA13,GHA13,GHA,13,Team Photo,FALSE,Ghana,L,Team Photo,,,,,
GHA14,GHA14,GHA,14,Player,FALSE,Ghana,L,Mohammed Kudus,Mohammed Kudus,,,,
GHA15,GHA15,GHA,15,Player,FALSE,Ghana,L,Inaki Williams,Inaki Williams,,,,
GHA16,GHA16,GHA,16,Player,FALSE,Ghana,L,Jordan Ayew,Jordan Ayew,,,,
GHA17,GHA17,GHA,17,Player,FALSE,Ghana,L,Andrew Ayew,Andrew Ayew,,,,
GHA18,GHA18,GHA,18,Player,FALSE,Ghana,L,Joseph Paintsil,Joseph Paintsil,,,,
GHA19,GHA19,GHA,19,Player,FALSE,Ghana,L,Osman Bukari,Osman Bukari,,,,
GHA20,GHA20,GHA,20,Player,FALSE,Ghana,L,Antoine Semenyo,Antoine Semenyo,,,,
PAN1,PAN1,PAN,1,Team Logo,TRUE,Panama,L,Team Logo,,,,,
PAN2,PAN2,PAN,2,Player,FALSE,Panama,L,Orlando Mosquera,Orlando Mosquera,,,,
PAN3,PAN3,PAN,3,Player,FALSE,Panama,L,Luis Mejia,Luis Mejia,,,,
PAN4,PAN4,PAN,4,Player,FALSE,Panama,L,Fidel Escobar,Fidel Escobar,,,,
PAN5,PAN5,PAN,5,Player,FALSE,Panama,L,Andres Andrade,Andres Andrade,,,,
PAN6,PAN6,PAN,6,Player,FALSE,Panama,L,Michael Amir Murillo,Michael Amir Murillo,,,,
PAN7,PAN7,PAN,7,Player,FALSE,Panama,L,Eric Davis,Eric Davis,,,,
PAN8,PAN8,PAN,8,Player,FALSE,Panama,L,Jose Cordoba,Jose Cordoba,,,,
PAN9,PAN9,PAN,9,Player,FALSE,Panama,L,Cesar Blackman,Cesar Blackman,,,,
PAN10,PAN10,PAN,10,Player,FALSE,Panama,L,Cristian Martinez,Cristian Martinez,,,,
PAN11,PAN11,PAN,11,Player,FALSE,Panama,L,Aníbal Godoy,Aníbal Godoy,,,,
PAN12,PAN12,PAN,12,Player,FALSE,Panama,L,Adalberto Carrasquilla,Adalberto Carrasquilla,,,,
PAN13,PAN13,PAN,13,Team Photo,FALSE,Panama,L,Team Photo,,,,,
PAN14,PAN14,PAN,14,Player,FALSE,Panama,L,Édgar Bárcenas,Édgar Bárcenas,,,,
PAN15,PAN15,PAN,15,Player,FALSE,Panama,L,Carlos Harvey,Carlos Harvey,,,,
PAN16,PAN16,PAN,16,Player,FALSE,Panama,L,Ismael Díaz,Ismael Díaz,,,,
